url,title,entropy,resonance,persistence
"https://app.friendster.com/auth/login","Friendster",7.274928314207629,1,1.65
"https://autofinance.chase.com/?offercode=WDXDPXXX02","Shop Cars & Explore Auto Financing Options | Chase",7.871210459371751,1,1.915
"http://www.friendster.com/","Friendster",6.200142081360761,1,1.946
"https://autofinance.chase.com/auto-finance/auto-loans?offercode=WDXDPXXX12","Chase Auto | Shop for a car | dealer inventory | Chase.com",7.917179075013255,1,1.909
"http://www.friendster.com/","Friendster",6.200142081360759,1,1.946
"http://www.tagged.com/","Tagged - The social network for meeting new people",8.357583083539957,1,1.915
"https://app.friendster.com/","Friendster",6.58351187793963,1,1.7109999999999999
"https://autofinance.chase.com/auto-finance/auto-loans?offercode=WDXDPXXX09","Chase Auto | Shop for a car | dealer inventory | Chase.com",7.917179075013253,1,1.909
"https://autofinance.chase.com/auto-finance/home?offercode=WDXDPXXX05","Shop Cars & Explore Auto Financing Options | Chase",7.871210459371753,1,1.915
"https://autofinance.chase.com/auto-finance/manage?offercode=WDXDPXXX06","Chase Auto | Shop | Finance | Manage | Chase.com",7.374454428081654,1,1.9489999999999998
"https://autofinance.chase.com/auto-finance/auto-loans?offercode=WDXDPXXX02","Chase Auto | Shop for a car | dealer inventory | Chase.com",7.917179075013258,1,1.909
"http://www.tagged.com/","Tagged - The social network for meeting new people",8.357583083539966,1,1.915
"https://account.chase.com/consumer/banking/seo","New Chase Customer | $300 Chase Total Checking Account Offer",8.04499918459058,1,1.913
"https://autofinance.chase.com/","Shop Cars & Explore Auto Financing Options | Chase",7.871210459371744,1,1.915
"http://www.bankone.com/","Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",8.655261490680846,1,1.892
"https://account.chase.com/personalbanking","Chase Checking Accounts: Compare & Apply Today | Chase",8.302313707998906,1,1.888
"https://account.chase.com/","Chase Checking Accounts: Compare & Apply Today | Chase",8.302313707998895,1,1.888
"https://careers.jpmorgan.com/US/en/chase","Chase Careers | Find your career at Chase",7.615278715273963,1,1.9449999999999998
"https://chaseuk.statuspage.io/","Chase UK Status",8.175945235615755,1,1.913
"https://creditcards.chase.com/","Credit Cards - Compare Credit Card Offers and Apply Online | Chase",6.401638546522916,1,1.932
"https://account.chase.com/consumer/investing/self-directedoffer","Commission-free online trading with J.P. Morgan Self-Directed Investing | Chase.com",8.04291184764056,1,1.9140000000000001
"https://chaseuk.statuspage.io/","Chase UK Status",8.175945235615751,1,1.913
"http://www.bankone.com/","Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",8.655261490680834,1,1.892
"https://friendster.com/","Friendster",6.20014208136076,1,1.946
"https://autopreferred.chase.com/garage/auto-loan-calculator?offercode=WDXDPXXX02","https://autopreferred.chase.com/garage/auto-loan-calculator?offercode=WDXDPXXX02",8.797757414587464,1,1.874
"https://creditcards.chase.com/cash-back-credit-cards","Compare Cash Back Credit Cards | Chase",6.955437603940939,1,1.932
"https://creditcards.chase.com/business-credit-cards","Compare Business Credit Cards | Chase",6.8639698383966286,1,1.931
"https://creditcards.chase.com/?jp_ltg=chsecate_featured&CELL=6TKV","Credit Cards - Compare Credit Card Offers and Apply Online | Chase",6.401638546522917,1,1.932
"https://creditcards.chase.com/business-credit-cards?jp_ltg=chsecate_smlbiz&CELL=6TKV","Compare Business Credit Cards | Chase",6.863969838396622,1,1.931
"https://creditcards.chase.com/","Credit Cards - Compare Credit Card Offers and Apply Online | Chase",6.401638546522925,1,1.932
"https://creditcards.chase.com/rewards-credit-cards","Compare Rewards Credit Cards | Chase",7.162319102355095,1,1.924
"https://creditcards.chase.com/travel-credit-cards","Compare Travel Credit Cards | Chase",7.120058168056317,1,1.927
"https://jpmorganwealthmanagement.chase.com/advisor","Find a J.P. Morgan Advisor by State | Wealth Management | Chase.com",7.763225993140381,1,1.9529999999999998
"https://creditcards.chase.com/credit-cards/home/?CELL=6TKV","Credit Cards - Compare Credit Card Offers and Apply Online | Chase",6.401638546522924,1,1.932
"https://autopreferred.chase.com/","9329 Cars For Sale | Chase Auto car buying service",10.166262633767692,1,1.799
"https://personal.chase.com/personal/checking","Chase Checking Accounts: Compare & Apply Today | Chase",8.302313707998914,1,1.888
"https://autopreferred.chase.com/","9329 Cars For Sale | Chase Auto car buying service",10.166262633767676,1,1.799
